Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
4/15/2018,Cash,Food,Lunch,Catering Service,70,Expense,INR
4/14/2018,Saving Bank account 1,Household,Kirana,Supermart,107,Expense,INR
4/14/2018,Saving Bank account 1,Food,Grocery,Pizza base packet 2,40,Expense,INR
4/14/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45,Expense,INR
4/14/2018,Saving Bank account 1,Food,Milk,milk 1lit ,72,Expense,INR
4/13/2018,Cash,Health,Lab Tests,Family Thyroid Test + CBC,700,Expense,INR
4/13/2018,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR
4/13/2018,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR
4/12/2018,Credit Card,subscription,Netflix,,199,Expense,INR
4/12/2018,Cash,Household,Kirana,,112,Expense,INR
4/12/2018,Cash,Food,snacks,Pattice,20,Expense,INR
4/12/2018,Cash,Food,Lunch,Catering Service,130,Expense,INR
4/10/2018,Cash,Food,breakfast,Bread,18,Expense,INR
4/10/2018,Cash,Food,Lunch,Catering Service,70,Expense,INR
4/10/2018,Saving Bank account 1,Gift,,farewell contribution,250,Expense,INR
4/9/2018,Cash,Food,Grocery,Ginger,10,Expense,INR
4/9/2018,Cash,Food,Milk,milk 1lit ,72,Expense,INR
4/7/2018,Credit Card,Household,Kirana,Supermart,1857,Expense,INR
4/7/2018,Cash,Household,Kirana,Pav kg chana dal,24,Expense,INR
4/7/2018,Cash,Food,Milk,Half lit  milk,36,Expense,INR
4/7/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
4/6/2018,Saving Bank account 1,Money transfer,Home,,24500,Expense,INR
4/5/2018,Cash,Household,Kirana,Idli pith 1kg,38,Expense,INR
4/5/2018,Cash,Food,Eggs,6 eggs,36,Expense,INR
4/5/2018,Cash,Food,Milk,milk 1lit ,72,Expense,INR
4/5/2018,Cash,Food,Lunch,Catering Service,130,Expense,INR
4/3/2018,Saving Bank account 1,Public Provident Fund,,,12500,Transfer-Out,INR
4/3/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
4/2/2018,Cash,Transportation,Bike,Mall parking,20,Expense,INR
4/2/2018,Credit Card,Household,Hardware,Window cleaner,149,Expense,INR
4/2/2018,Cash,Food,Grocery,Pav kg Lahsoon,24,Expense,INR
4/2/2018,Cash,Food,curd,Dahi 2 packets,20,Expense,INR
4/2/2018,Cash,Food,Onions,onion 2 kg,36,Expense,INR
4/2/2018,Cash,maid,,,2000,Expense,INR
4/1/2018,Saving Bank account 2,Interest,,interest paid,345,Income,INR
4/1/2018,Saving Bank account 1,Other,,ATM charge,5.9,Expense,INR
4/1/2018,Saving Bank account 1,Other,,ATM charge,24.78,Expense,INR
4/1/2018,Saving Bank account 2,Interest,,interest paid,345.15,Income,INR
4/1/2018,Cash,Food,Milk,milk 1lit ,72,Expense,INR
4/1/2018,Saving Bank account 1,Money transfer,Home,,10005.9,Expense,INR
3/31/2018,Saving Bank account 1,Food,Ice cream,2 chocobar,45,Expense,INR
3/31/2018,Credit Card,Food,Dinner,Home Food Delivery,244,Expense,INR
3/31/2018,Saving Bank account 1,Salary,,From workplace ,64636,Income,INR
3/31/2018,Credit Card,Food,Lunch,Domino's Pizza,419,Expense,INR
3/31/2018,Saving Bank account 1,Transportation,Bike,Station Parking,10,Expense,INR
3/31/2018,Saving Bank account 1,Interest,,interest paid,589,Income,INR
3/31/2018,Cash,Transportation,Train,Place 0 to Sion returns,30,Expense,INR
3/30/2018,Cash,Food,snacks,1 Panipuri,25,Expense,INR
3/30/2018,Cash,Food,vegetables,Ginger + green chilli,20,Expense,INR
3/30/2018,Cash,Food,Milk,milk 1lit ,72,Expense,INR
3/29/2018,Credit Card,Food,Dinner,At restaurant,1234,Expense,INR
3/27/2018,Cash,Food,breakfast,Bread,35,Expense,INR
3/26/2018,Saving Bank account 1,Food,Milk,milk 1lit ,72,Expense,INR
3/26/2018,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157,Expense,INR
3/25/2018,Saving Bank account 1,Dividend earned on Shares,,Marico Stocks,40.5,Income,INR
3/25/2018,Cash,Transportation,Bike,Station Parking,10,Expense,INR
3/25/2018,Cash,Food,snacks,Popcorn family pack,25,Expense,INR
3/25/2018,Cash,Food,Tea,2 tea,20,Expense,INR
3/25/2018,Cash,Food,snacks,2 Frankie,160,Expense,INR
3/25/2018,Credit Card,Food,snacks,French crossiant,80,Expense,INR
3/25/2018,Credit Card,Food,Tea,IKEA tea 3,240,Expense,INR
3/23/2018,Cash,Culture,Books,Finding next Job,100,Expense,INR
3/22/2018,Saving Bank account 1,Food,flour mill,1 kg Bajari,7,Expense,INR
3/22/2018,Cash,Food,vegetables,Half kg tomato,15,Expense,INR
3/22/2018,Saving Bank account 1,Household,Kirana,Supermart,153,Expense,INR
3/22/2018,Saving Bank account 1,Food,snacks,Pickle,150,Expense,INR
3/22/2018,Cash,Food,snacks,Potato chips,150,Expense,INR
3/22/2018,Cash,Food,Rajgira ladu,1 packet,20,Expense,INR
3/22/2018,Cash,Food,Milk,milk 1lit ,72,Expense,INR
3/21/2018,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
3/21/2018,Credit Card,Household,Kirana,Idli pith 1kg,38,Expense,INR
3/21/2018,Cash,Family,Pocket money,,50,Expense,INR
3/20/2018,Credit Card,Food,Dinner,2 Fried rice,246,Expense,INR
3/20/2018,Saving Bank account 2,Other,,,17,Expense,INR
3/20/2018,Credit Card,Food,snacks,Chicken lollypop 8 pcs,215.75,Expense,INR
3/20/2018,Cash,Food,breakfast,Bread,18,Expense,INR
3/20/2018,Cash,Food,Eggs,6 eggs,36,Expense,INR
3/20/2018,Cash,Food,Milk,Half lit  milk,36,Expense,INR
3/18/2018,Cash,Transportation,Bike,Station Parking,10,Expense,INR
3/18/2018,Cash,Food,snacks,Dabeli,15,Expense,INR
3/18/2018,Credit Card,Family,clothes,Trouser,799,Expense,INR
3/18/2018,Credit Card,Family,clothes,Belt + bow,498,Expense,INR
3/18/2018,Cash,Food,snacks,Papad packet,50,Expense,INR
3/18/2018,Cash,Food,snacks,1 Panipuri,30,Expense,INR
3/18/2018,Cash,Food,Tea,cutting chai,10,Expense,INR
3/18/2018,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
3/17/2018,Cash,Food,Lunch,Catering Service,30,Expense,INR
3/17/2018,Saving Bank account 1,Food,Milk,Half lit  milk,37,Expense,INR
3/15/2018,Cash,Food,Lunch,Catering Service,60,Expense,INR
3/15/2018,Saving Bank account 1,Food,Milk,Half lit  milk,36,Expense,INR
3/14/2018,Cash,Household,Kirana,Mayonnaise + cheese cubes,140,Expense,INR
3/14/2018,Cash,Food,Onions,onion 2 kg,40,Expense,INR
3/14/2018,Credit Card,Food,Dinner,Domino's Pizza,578,Expense,INR
3/14/2018,Share Market Trading,Saving Bank account 1,,Unused funds,42.88,Transfer-Out,INR
3/13/2018,Cash,Family,Pocket money,,480,Expense,INR
3/13/2018,Saving Bank account 1,Food,Milk,Half lit  milk,36,Expense,INR
3/13/2018,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR
3/13/2018,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR
3/12/2018,Saving Bank account 1,Transportation,train,2 Place 3 to Place 2 : Sevagram express 3AC,1293,Expense,INR
3/10/2018,Cash,Household,Hardware,Mosquito Racket,300,Expense,INR
3/10/2018,Cash,Health,Health,All out refill,77,Expense,INR
3/10/2018,Cash,Food,Milk,1 lit ,72,Expense,INR
3/10/2018,Cash,Food,Milk,Half lit  milk,36,Expense,INR
3/8/2018,Saving Bank account 1,Apparel,Laundry,clothes ironing,91,Expense,INR
3/8/2018,Cash,Food,Bread,Flatbread 12 pcs,40,Expense,INR
3/8/2018,Cash,Petty cash,,From Family,500,Income,INR
3/8/2018,Saving Bank account 1,subscription,Mahanagar Gas,,540,Expense,INR
3/8/2018,Cash,Food,Eggs,6 eggs,36,Expense,INR
3/8/2018,Cash,Food,Milk,Half lit  milk,36,Expense,INR
3/8/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
3/7/2018,Saving Bank account 1,Festivals,Holi,Holi Tip to cleaner,20,Expense,INR
3/7/2018,Saving Bank account 1,Food,snacks,2 Vadapav,30,Expense,INR
3/6/2018,Cash,Health,Medicine,Thyroid Tablets,172,Expense,INR
3/6/2018,Cash,Health,Medicine,5 Meftal spas,22,Expense,INR
3/6/2018,Saving Bank account 1,Education,Stationary,Xerox,4,Expense,INR
3/6/2018,Saving Bank account 1,Petty cash,,From Family,3500,Income,INR
3/6/2018,Cash,Food,Milk,Half lit  milk,36,Expense,INR
3/6/2018,Credit Card,Documents,Courier,Aadhar PUC card delivery,50,Expense,INR
3/6/2018,Cash,Family,Pocket money,,50,Expense,INR
3/5/2018,Cash,Food,Ice cream,chocobar,20,Expense,INR
3/5/2018,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,162,Expense,INR
3/5/2018,Credit Card,Household,Kirana,Supermart,1357,Expense,INR
3/5/2018,Credit Card,Household,Kirana,Smart point,972,Expense,INR
3/5/2018,Saving Bank account 1,Other,,blanket sewing,10,Expense,INR
3/4/2018,Cash,Family,Pocket money,,450,Expense,INR
3/4/2018,Cash,Food,Lunch,Catering Service,130,Expense,INR
3/3/2018,Saving Bank account 1,Dividend earned on Shares,,ITC Stocks,78,Income,INR
3/3/2018,Saving Bank account 1,Food,Milk,Half lit  milk,36,Expense,INR
3/2/2018,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,INR
3/1/2018,Credit Card,Food,Dinner,Domino's Pizza,189,Expense,INR
3/1/2018,Cash,Food,Eggs,6 eggs,36,Expense,INR
3/1/2018,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
3/1/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
3/1/2018,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
2/28/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45,Expense,INR
2/28/2018,Saving Bank account 1,Food,Milk,Half lit Varna milk,36,Expense,INR
2/28/2018,Credit Card,Food,Onions,onion 1 kg,30,Expense,INR
2/28/2018,Credit Card,Food,Potato,potato 1kg,18,Expense,INR
2/28/2018,Saving Bank account 1,Salary,,From workplace ,64556,Income,INR
2/27/2018,Credit Card,Household,Kirana,Idli pith 1kg,38,Expense,INR
2/27/2018,Cash,Food,Lunch,5 chapati,30,Expense,INR
2/26/2018,Saving Bank account 1,Food,Milk,1 lit ,73,Expense,INR
2/26/2018,Saving Bank account 1,Household,Toiletries,Mirror repair,140,Expense,INR
2/26/2018,Credit Card,Transportation,Bike,First servicing,443,Expense,INR
2/26/2018,Saving Bank account 1,Food,beverage,chaas,17,Expense,INR
2/24/2018,Saving Bank account 1,Food,Bread,Flatbread 12 pcs,40,Expense,INR
2/23/2018,Cash,Health,Medicine,Refresh Tears Drop,128,Expense,INR
2/23/2018,Saving Bank account 1,Food,Rajgira ladu,1 packet,20,Expense,INR
2/23/2018,Saving Bank account 1,Food,Milk,1 lit ,72,Expense,INR
2/22/2018,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157,Expense,INR
2/22/2018,Saving Bank account 1,Food,beverage,Limca,20,Expense,INR
2/22/2018,Saving Bank account 1,Food,Onions,onion 1 kg,20,Expense,INR
2/22/2018,Saving Bank account 1,Food,Lunch,Catering Service,192,Expense,INR
2/22/2018,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR
2/20/2018,Saving Bank account 1,Household,Appliances,Kitchen fan + installation+ repair,2600,Expense,INR
2/19/2018,Saving Bank account 1,Petty cash,,From Family,170,Income,INR
2/19/2018,Saving Bank account 1,Beauty,grooming,hair cut+shaving,170,Expense,INR
2/19/2018,Saving Bank account 1,Food,Milk,1 lit ,72,Expense,INR
2/19/2018,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
2/17/2018,Credit Card,Food,Dinner,BBQ,1783,Expense,INR
2/17/2018,Credit Card,Family,clothes,,3598,Expense,INR
2/17/2018,Cash,Transportation,Bike,Mall parking,20,Expense,INR
2/17/2018,Cash,Food,Lunch,5 chapati,30,Expense,INR
2/16/2018,Saving Bank account 1,Food,snacks,banana chips,45,Expense,INR
2/16/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45,Expense,INR
2/16/2018,Saving Bank account 1,Food,Milk,1 lit ,72,Expense,INR
2/15/2018,Saving Bank account 1,Food,Ice cream,chocobar,35,Expense,INR
2/15/2018,Saving Bank account 1,Food,Grocery,Half kg tomato + methi 1 judi,30,Expense,INR
2/15/2018,Credit Card,Household,Kirana,Supermart,117,Expense,INR
2/14/2018,Saving Bank account 1,Food,snacks,1 chicken shawarma,60,Expense,INR
2/13/2018,Credit Card,Food,Potato,potato 1kg,25,Expense,INR
2/13/2018,Saving Bank account 1,Food,Bread,Bread,35,Expense,INR
2/13/2018,Saving Bank account 1,Food,Grocery,Amul cheese,72,Expense,INR
2/13/2018,Saving Bank account 1,Food,Milk,1 lit ,72,Expense,INR
2/13/2018,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR
2/13/2018,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR
2/12/2018,Saving Bank account 1,Food,Eggs,6 eggs,36,Expense,INR
2/12/2018,Saving Bank account 1,Food,curd,3 packets,30,Expense,INR
2/12/2018,Cash,Food,flour mill,M D sure 3kg atta,162,Expense,INR
2/11/2018,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
2/11/2018,Cash,Food,Dinner,pav Bhaji,235,Expense,INR
2/11/2018,Cash,Food,snacks,Vadapav,15,Expense,INR
2/11/2018,Cash,Transportation,Train,Place 0 to Place 3 returns,40,Expense,INR
2/11/2018,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR
2/10/2018,Saving Bank account 1,Share Market,,,4825,Transfer-Out,INR
2/10/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
2/9/2018,Saving Bank account 1,Apparel,Laundry,clothes ironing,98,Expense,INR
2/8/2018,Saving Bank account 1,Food,snacks,Shev Puri,35,Expense,INR
2/8/2018,Saving Bank account 1,Food,Onions,onion 1 kg,25,Expense,INR
2/8/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
2/7/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
2/6/2018,Credit Card,Culture,Movie,2 PVR Place 6,312,Expense,INR
2/5/2018,Cash,Family,Pocket money,,500,Expense,INR
2/5/2018,Saving Bank account 1,Food,Grocery,Raw chicken half kg,220,Expense,INR
2/5/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45,Expense,INR
2/5/2018,Saving Bank account 1,Food,Milk,1 packet,69,Expense,INR
2/4/2018,Credit Card,Food,Dinner,Domino's Pizza,452,Expense,INR
2/4/2018,Saving Bank account 1,Food,Lunch,Catering Service,50,Expense,INR
2/4/2018,Saving Bank account 1,Food,Milk,Half lit  milk,35,Expense,INR
2/3/2018,Saving Bank account 1,Food,Ice cream,chocobar,10,Expense,INR
2/3/2018,Credit Card,Transportation,Travels,Place 2 to Place 1 - Shree Sharma Travels,945,Expense,INR
2/3/2018,Cash,Gpay Reward,,,6,Income,INR
2/2/2018,Saving Bank account 1,Food,Lunch,Catering Service,82,Expense,INR
2/2/2018,Saving Bank account 1,Share Market,,,2836,Transfer-Out,INR
2/2/2018,Saving Bank account 1,Gpay Reward,,,6,Income,INR
2/2/2018,Cash,Family,Pocket money,,170,Expense,INR
2/1/2018,Saving Bank account 1,Food,fruits,8 bananas,30,Expense,INR
2/1/2018,Saving Bank account 1,Food,vegetables,Half kg tomato,15,Expense,INR
2/1/2018,Saving Bank account 1,Share Market,,,50000,Transfer-Out,INR
2/1/2018,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
2/1/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
2/1/2018,Cash,maid,,,2000,Expense,INR
2/1/2018,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
1/31/2018,Cash,Food,Dinner,At restaurant,320,Expense,INR
1/31/2018,Saving Bank account 1,Transportation,Bike,Parking sticker,50,Expense,INR
1/31/2018,Saving Bank account 1,Salary,,From workplace ,64636,Income,INR
1/31/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/30/2018,Saving Bank account 1,Household,Kitchen,Matchbox packet 10pcs,10,Expense,INR
1/30/2018,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20,Expense,INR
1/30/2018,Saving Bank account 1,Share Market,,,10000,Transfer-Out,INR
1/30/2018,Cash,Family,Pocket money,,100,Expense,INR
1/29/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45,Expense,INR
1/29/2018,Saving Bank account 1,Food,Eggs,6 eggs,42,Expense,INR
1/29/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/28/2018,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
1/28/2018,Credit Card,Household,Kirana,Smart point,976.9,Expense,INR
1/28/2018,Credit Card,Household,Kirana,Supermart,764,Expense,INR
1/27/2018,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux third installment,43000,Expense,INR
1/27/2018,Saving Bank account 1,Share Market,,,30000,Transfer-Out,INR
1/26/2018,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
1/26/2018,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
1/26/2018,Credit Card,Apparel,Clothing,Pyjama (999)+ carry bag (10),1009,Expense,INR
1/26/2018,Saving Bank account 1,Food,Rajgira ladu,1 packet,20,Expense,INR
1/26/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/26/2018,Cash,Food,Potato,potato 1kg,25,Expense,INR
1/26/2018,Cash,Household,Kirana,Idli pith 1kg,38,Expense,INR
1/25/2018,Cash,Food,Lunch,Catering Service,70,Expense,INR
1/24/2018,Share Market Trading,Saving Bank account 1,,,97.14,Transfer-Out,INR
1/24/2018,Cash,Food,Milk,Half lit  milk,35,Expense,INR
1/23/2018,Credit Card,Household,Kirana,Smart point,273,Expense,INR
1/22/2018,Saving Bank account 1,Food,flour mill,2 kg Bajari,14,Expense,INR
1/22/2018,Cash,Food,flour mill,M D sure 3kg atta,162,Expense,INR
1/22/2018,Saving Bank account 1,Health,Medicine,Cough-sills 4 pcs + sinarest 3 pcs,30,Expense,INR
1/22/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/21/2018,Credit Card,Food,Dinner,Home Food Delivery,384,Expense,INR
1/20/2018,Saving Bank account 1,Amazon pay cashback,,,2,Income,INR
1/20/2018,Saving Bank account 1,Food,Biscuits,crack-jack 1 packi,10,Expense,INR
1/20/2018,Saving Bank account 1,Food,Bread,,45,Expense,INR
1/20/2018,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,179,Expense,INR
1/19/2018,Saving Bank account 1,Food,Bread,Flatbread 6 pcs,17,Expense,INR
1/19/2018,Saving Bank account 1,Household,Kirana,Amul butter,53,Expense,INR
1/19/2018,Cash,Food,Bread,Flatbread 6 pcs,20,Expense,INR
1/19/2018,Cash,Household,Kirana,Cakes,46,Expense,INR
1/18/2018,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux second installment,50000,Expense,INR
1/18/2018,Credit Card,Food,Lunch,Fresh veggie pizza,219,Expense,INR
1/18/2018,Saving Bank account 1,Food,Eggs,6 eggs,42,Expense,INR
1/18/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/16/2018,Cash,Household,Kirana,Bhagar 1kg 130 + idli pith 1kg 35,165,Expense,INR
1/16/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/16/2018,Credit Card,Social Life,Leisure,Marathon,298,Expense,INR
1/15/2018,Credit Card,Food,Sweets,Chitale Srikhand,284,Expense,INR
1/15/2018,Cash,Food,Grocery,onion 1 kg + half kg potato,38,Expense,INR
1/15/2018,Cash,Transportation,Train,Place 0 to Place 3 returns,40,Expense,INR
1/15/2018,Saving Bank account 1,Transportation,auto,Uber auto: Place 4 Station to Current Residence society,266,Expense,INR
1/14/2018,Cash,Transportation,Train,Place 0 to Santacruz return,40,Expense,INR
1/14/2018,Credit Card,Household,Hardware,Vibrating electronic message tool,798,Expense,INR
1/14/2018,Cash,Transportation,auto,station to Decathlon,20,Expense,INR
1/14/2018,Cash,Transportation,auto,Decathlon to station,25,Expense,INR
1/14/2018,Credit Card,Apparel,Clothing,Head band,199,Expense,INR
1/14/2018,Cash,Transportation,auto,Pali hill to Bandra station,23,Expense,INR
1/14/2018,Cash,Transportation,auto,mumbai University Kalina to Santacruz station,40,Expense,INR
1/14/2018,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR
1/13/2018,Cash,Health,Medicine,Thyroid Tablets,740,Expense,INR
1/13/2018,Saving Bank account 1,Apparel,Laundry,clothes ironing,80,Expense,INR
1/13/2018,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR
1/13/2018,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR
1/12/2018,Credit Card,Household,Kirana,Smart point,226,Expense,INR
1/12/2018,Cash,Health,Lab Tests,Family Thyroid Test,500,Expense,INR
1/12/2018,Saving Bank account 1,Share Market,,,20000,Transfer-Out,INR
1/12/2018,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
1/11/2018,Saving Bank account 1,Food,Eggs,6 eggs,42,Expense,INR
1/11/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/10/2018,Saving Bank account 1,Food,Rajgira ladu,2 packets,40,Expense,INR
1/9/2018,Cash,Food,Bread,Flatbread 12 pcs,34,Expense,INR
1/9/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/8/2018,Cash,Food,snacks,Vadapav,20,Expense,INR
1/8/2018,Cash,Other,,Gift from inlaws,2000,Income,INR
1/8/2018,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1399,Expense,INR
1/8/2018,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,104,Expense,INR
1/8/2018,Cash,Household,Kirana,Harpik 1L,165,Expense,INR
1/7/2018,Cash,Food,Tea,2 cutting chai,20,Expense,INR
1/7/2018,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
1/7/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
1/6/2018,Saving Bank account 1,subscription,Mahanagar Gas,,810,Expense,INR
1/6/2018,Cash,Household,Kirana,Idli pith 1kg,38,Expense,INR
1/6/2018,Saving Bank account 1,Household,Appliances,5 litres can Distilled water,100,Expense,INR
1/6/2018,Cash,Food,curd,2 cups,20,Expense,INR
1/6/2018,Cash,Food,Milk,1 lit ,69,Expense,INR
1/5/2018,Equity Mutual Fund C,Maturity amount,,,6049,Income,INR
1/4/2018,Cash,Household,Kirana,Cockroach injection,270,Expense,INR
1/4/2018,Cash,Household,Kirana,Nandadip oil bottle,130,Expense,INR
1/4/2018,Cash,Food,Lunch,Catering Service,70,Expense,INR
1/4/2018,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR
1/4/2018,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR
1/4/2018,Saving Bank account 1,Documents,Updation,Aadhar Address Change,50,Expense,INR
1/4/2018,Equity Mutual Fund A,Maturity amount,,SIP Redemption,113376,Income,INR
1/4/2018,Equity Mutual Fund D,Maturity amount,,SIP Redemption,106875,Income,INR
1/3/2018,Credit Card,Food,Dinner,Wok express + Domino's,681,Expense,INR
1/3/2018,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux booking amount,1000,Expense,INR
1/3/2018,Saving Bank account 1,Food,Eggs,6 eggs,40,Expense,INR
1/3/2018,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
1/2/2018,Credit Card,Household,Kirana,Supermart,1140,Expense,INR
1/2/2018,Cash,Health,Medicine,Refresh Tears Drop,158,Expense,INR
1/1/2018,Credit Card,subscription,Amazon Prime,Amazon pay cashback 1017 + Rs.482,482,Expense,INR
1/1/2018,Cash,Food,Ice cream,Raspberry dolly,15,Expense,INR
1/1/2018,Credit Card,Household,gadgets,Logitech mouse,599,Expense,INR
1/1/2018,Cash,Food,Milk,1 lit ,69,Expense,INR
1/1/2018,Saving Bank account 1,Money transfer,Home,,30000,Expense,INR
1/1/2018,Cash,maid,,,2000,Expense,INR
1/1/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
1/1/2018,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
12/31/2017,Cash,Food,Bread,Flatbread 24 pcs,30,Expense,INR
12/31/2017,Saving Bank account 1,Salary,,From workplace ,64623,Income,INR
12/31/2017,Saving Bank account 1,Interest,,interest paid,594,Income,INR
12/30/2017,Cash,Food,vegetables,Dudhi 20 + mirchi 5,25,Expense,INR
12/29/2017,Saving Bank account 1,Family,misc,For utensils,450,Expense,INR
12/29/2017,Cash,Food,snacks,3 pavwada,30,Expense,INR
12/29/2017,Cash,Household,Kirana,,182,Expense,INR
12/29/2017,Cash,Food,flour mill,,5,Expense,INR
12/29/2017,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181,Expense,INR
12/28/2017,Cash,Food,vegetables,Ginger,10,Expense,INR
12/27/2017,Cash,Food,Grocery,Tata salt 28+ 6 eggs 42,70,Expense,INR
12/26/2017,Saving Bank account 1,Fixed Deposit,,,250000,Transfer-Out,INR
12/26/2017,Fixed Deposit,Saving Bank account 1,,,150000,Transfer-Out,INR
12/26/2017,Credit Card,subscription,Newspaper,"ET Prime (1+1) till 24 Dec,2024",1749,Expense,INR
12/25/2017,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156,Expense,INR
12/25/2017,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181,Expense,INR
12/25/2017,Cash,Transportation,auto,Place 2 station to Permanent Residence,80,Expense,INR
12/24/2017,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
12/24/2017,Credit Card,Gift,,Birthday gift,1364,Expense,INR
12/24/2017,Cash,Food,snacks,Gupta bhel,25,Expense,INR
12/24/2017,Cash,Household,Toiletries,Toothbrush (buy 2 get 1),100,Expense,INR
12/24/2017,Saving Bank account 1,Food,Milk,Half lit  milk,35,Expense,INR
12/23/2017,Credit Card,Gift,,Birthday gift,798,Expense,INR
12/22/2017,Saving Bank account 1,Food,Lunch,Home Food Delivery,380,Expense,INR
12/22/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
12/21/2017,Saving Bank account 1,Food,snacks,Vadapav,15,Expense,INR
12/21/2017,Cash,Household,Kirana,Surti kolam 2kg (54rsx2)+Monaco biscuits,118,Expense,INR
12/21/2017,Cash,Food,Lunch,Catering Service,65,Expense,INR
12/21/2017,Cash,Food,Milk,milk 1lit ,70,Expense,INR
12/20/2017,Cash,Food,Lunch,Catering Service,95,Expense,INR
12/20/2017,Credit Card,subscription,Edtech Course,Renewal,28400,Expense,INR
12/19/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
12/19/2017,Cash,Family,Pocket money,,500,Expense,INR
12/19/2017,Cash,Food,snacks,Chicken Frankie,45,Expense,INR
12/19/2017,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,108.96,Transfer-Out,INR
12/19/2017,Cash,Transportation,Train,Place 0 to WS return,10,Expense,INR
